date,qty,is_national,is_state_holiday,month,quarter,week_of_month,part_of_month,day_of_week,sku,SKU Name,Unit,State,Coordinates
2025-08-27,317726.0,0.0,0.0,8.0,3.0,4.0,3.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-09-03,261598.0,0.0,0.0,9.0,3.0,1.0,1.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-09-10,288150.0,1.0,0.0,9.0,3.0,2.0,1.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-09-17,263228.0,0.0,0.0,9.0,3.0,3.0,2.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-09-24,223726.0,0.0,0.0,9.0,3.0,4.0,3.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-10-01,204071.0,0.0,0.0,10.0,4.0,1.0,1.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-10-08,297413.0,1.0,0.0,10.0,4.0,2.0,1.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-10-15,350084.0,0.0,0.0,10.0,4.0,3.0,2.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-10-22,216687.0,1.0,0.0,10.0,4.0,4.0,3.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-10-29,266124.0,0.0,0.0,10.0,4.0,5.0,3.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-11-05,272338.0,1.0,0.0,11.0,4.0,1.0,1.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-11-12,309003.0,0.0,0.0,11.0,4.0,2.0,2.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-11-19,354088.0,0.0,0.0,11.0,4.0,3.0,2.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-11-26,384515.0,0.0,0.0,11.0,4.0,4.0,3.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-12-03,425478.0,0.0,0.0,12.0,4.0,1.0,1.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-12-10,457998.0,0.0,0.0,12.0,4.0,2.0,1.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-12-17,463902.0,0.0,0.0,12.0,4.0,3.0,2.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-12-24,399683.0,0.0,0.0,12.0,4.0,4.0,3.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-12-31,571437.0,1.0,0.0,12.0,4.0,5.0,3.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2026-01-07,376049.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2026-01-14,473469.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2026-01-21,488407.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2026-01-28,455231.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2026-02-04,492417.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2026-02-11,487508.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2026-02-18,548200.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2026-02-25,547680.0,0.0,1.0,2.0,1.0,4.0,3.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2026-03-04,471163.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2026-03-11,587906.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,DH1UT3T1081000EHID,PPC T HINDI,DHULE CEMENT WORKS,Maharashtra,"21.148253° N, 74.850845° E"
2025-04-09,288272.0,0.0,0.0,4.0,2.0,2.0,1.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-04-16,281241.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-04-23,292154.0,1.0,0.0,4.0,2.0,4.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-04-30,303755.0,0.0,0.0,4.0,2.0,5.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-05-07,307861.0,0.0,0.0,5.0,2.0,1.0,1.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-05-14,317687.0,1.0,0.0,5.0,2.0,2.0,2.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-05-21,348462.0,0.0,0.0,5.0,2.0,3.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-05-28,417836.0,0.0,0.0,5.0,2.0,4.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-06-04,414505.0,0.0,0.0,6.0,2.0,1.0,1.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-06-11,437798.0,1.0,0.0,6.0,2.0,2.0,2.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-06-18,391791.0,0.0,0.0,6.0,2.0,3.0,2.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-06-25,442320.0,0.0,0.0,6.0,2.0,4.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-07-02,419875.0,0.0,0.0,7.0,3.0,1.0,1.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-07-09,389301.0,1.0,0.0,7.0,3.0,2.0,1.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-07-16,400801.0,0.0,0.0,7.0,3.0,3.0,2.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-07-23,265258.0,0.0,0.0,7.0,3.0,4.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-07-30,550860.0,0.0,0.0,7.0,3.0,5.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-08-06,362366.0,0.0,0.0,8.0,3.0,1.0,1.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-08-13,337966.0,0.0,0.0,8.0,3.0,2.0,2.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-08-20,346693.0,1.0,0.0,8.0,3.0,3.0,2.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-08-27,471515.0,0.0,0.0,8.0,3.0,4.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-09-03,347492.0,0.0,0.0,9.0,3.0,1.0,1.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-09-10,300295.0,1.0,0.0,9.0,3.0,2.0,1.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-09-17,204027.0,0.0,0.0,9.0,3.0,3.0,2.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-09-24,414625.0,0.0,0.0,9.0,3.0,4.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-10-01,566582.0,0.0,0.0,10.0,4.0,1.0,1.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-10-08,452888.0,1.0,0.0,10.0,4.0,2.0,1.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-10-15,501346.0,0.0,0.0,10.0,4.0,3.0,2.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-10-22,380128.0,1.0,0.0,10.0,4.0,4.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-10-29,461077.0,0.0,1.0,10.0,4.0,5.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-11-05,430627.0,1.0,0.0,11.0,4.0,1.0,1.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-11-12,456692.0,0.0,0.0,11.0,4.0,2.0,2.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-11-19,433182.0,0.0,0.0,11.0,4.0,3.0,2.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-11-26,438789.0,0.0,0.0,11.0,4.0,4.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-12-03,466843.0,0.0,0.0,12.0,4.0,1.0,1.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-12-10,466993.0,0.0,0.0,12.0,4.0,2.0,1.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-12-17,568451.0,0.0,0.0,12.0,4.0,3.0,2.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-12-24,415409.0,0.0,0.0,12.0,4.0,4.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-12-31,541239.0,1.0,0.0,12.0,4.0,5.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2026-01-07,469905.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2026-01-14,418085.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2026-01-21,378168.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2026-01-28,292893.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2026-02-04,390400.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2026-02-11,383836.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2026-02-18,390817.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2026-02-25,401719.0,0.0,0.0,2.0,1.0,4.0,3.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2026-03-04,337198.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2026-03-11,370160.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,GD1UT3T1021000EHID,PPC T HINDI,DADRI CEMENT WORKS,Uttar Pradesh,"28.578002° N, 77.592701° E"
2025-04-09,305643.0,0.0,0.0,4.0,2.0,2.0,1.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-04-16,340802.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-04-23,428097.0,1.0,0.0,4.0,2.0,4.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-04-30,407372.0,0.0,0.0,4.0,2.0,5.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-05-07,419972.0,0.0,0.0,5.0,2.0,1.0,1.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-05-14,424298.0,1.0,0.0,5.0,2.0,2.0,2.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-05-21,530906.0,0.0,0.0,5.0,2.0,3.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-05-28,543967.0,0.0,0.0,5.0,2.0,4.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-06-04,500739.0,0.0,1.0,6.0,2.0,1.0,1.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-06-11,496262.0,1.0,0.0,6.0,2.0,2.0,2.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-06-18,520263.0,0.0,0.0,6.0,2.0,3.0,2.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-06-25,456261.0,0.0,0.0,6.0,2.0,4.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-07-02,434675.0,0.0,0.0,7.0,3.0,1.0,1.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-07-09,491339.0,1.0,0.0,7.0,3.0,2.0,1.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-07-16,469716.0,0.0,0.0,7.0,3.0,3.0,2.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-07-23,474916.0,0.0,0.0,7.0,3.0,4.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-07-30,429254.0,0.0,0.0,7.0,3.0,5.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-08-06,352101.0,0.0,0.0,8.0,3.0,1.0,1.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-08-13,337591.0,0.0,0.0,8.0,3.0,2.0,2.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-08-20,357442.0,1.0,0.0,8.0,3.0,3.0,2.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-08-27,361011.0,0.0,0.0,8.0,3.0,4.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-09-03,338847.0,0.0,0.0,9.0,3.0,1.0,1.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-09-10,378812.0,1.0,0.0,9.0,3.0,2.0,1.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-09-17,426512.0,0.0,0.0,9.0,3.0,3.0,2.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-09-24,383454.0,0.0,0.0,9.0,3.0,4.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-10-01,507164.0,0.0,0.0,10.0,4.0,1.0,1.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-10-08,337119.0,1.0,0.0,10.0,4.0,2.0,1.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-10-15,485358.0,0.0,0.0,10.0,4.0,3.0,2.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-10-22,308493.0,1.0,0.0,10.0,4.0,4.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-10-29,464383.0,0.0,0.0,10.0,4.0,5.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-11-05,438968.0,1.0,0.0,11.0,4.0,1.0,1.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-11-12,470465.0,0.0,0.0,11.0,4.0,2.0,2.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-11-19,501780.0,0.0,0.0,11.0,4.0,3.0,2.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-11-26,445869.0,0.0,0.0,11.0,4.0,4.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-12-03,494565.0,0.0,0.0,12.0,4.0,1.0,1.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-12-10,528456.0,0.0,0.0,12.0,4.0,2.0,1.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-12-17,430629.0,0.0,0.0,12.0,4.0,3.0,2.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-12-24,509324.0,0.0,0.0,12.0,4.0,4.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-12-31,466176.0,1.0,0.0,12.0,4.0,5.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2026-01-07,388393.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2026-01-14,427671.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2026-01-21,451439.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2026-01-28,331346.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2026-02-04,449456.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2026-02-11,564150.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2026-02-18,546208.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2026-02-25,518329.0,0.0,0.0,2.0,1.0,4.0,3.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2026-03-04,442492.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2026-03-11,483862.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,GK1UT3T1021000EHID,PPC T HINDI,KOTPUTLI CEMENT WORKS,Rajasthan,"27.668801° N, 76.128894° E"
2025-04-09,312380.0,0.0,0.0,4.0,2.0,2.0,1.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-04-16,323749.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-04-23,368329.0,1.0,0.0,4.0,2.0,4.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-04-30,357670.0,0.0,0.0,4.0,2.0,5.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-05-07,343360.0,0.0,0.0,5.0,2.0,1.0,1.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-05-14,409570.0,1.0,0.0,5.0,2.0,2.0,2.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-05-21,469200.0,0.0,0.0,5.0,2.0,3.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
