date,qty,is_national,is_state_holiday,month,quarter,week_of_month,part_of_month,day_of_week,sku,SKU Name,Unit,State,Coordinates
2025-05-28,440280.0,0.0,0.0,5.0,2.0,4.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-06-04,461120.0,0.0,0.0,6.0,2.0,1.0,1.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-06-11,412490.0,1.0,0.0,6.0,2.0,2.0,2.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-06-18,437128.0,0.0,0.0,6.0,2.0,3.0,2.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-06-25,431350.0,0.0,0.0,6.0,2.0,4.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-07-02,398982.0,0.0,0.0,7.0,3.0,1.0,1.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-07-09,433527.0,1.0,0.0,7.0,3.0,2.0,1.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-07-16,407780.0,0.0,0.0,7.0,3.0,3.0,2.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-07-23,357040.0,0.0,0.0,7.0,3.0,4.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-07-30,384112.0,0.0,0.0,7.0,3.0,5.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-08-06,355129.0,0.0,0.0,8.0,3.0,1.0,1.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-08-13,347285.0,0.0,0.0,8.0,3.0,2.0,2.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-08-20,261006.0,1.0,0.0,8.0,3.0,3.0,2.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-08-27,312410.0,0.0,0.0,8.0,3.0,4.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-09-03,304882.0,0.0,0.0,9.0,3.0,1.0,1.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-09-10,369030.0,1.0,0.0,9.0,3.0,2.0,1.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-09-17,394844.0,0.0,0.0,9.0,3.0,3.0,2.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-09-24,386570.0,0.0,0.0,9.0,3.0,4.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-10-01,528275.0,0.0,0.0,10.0,4.0,1.0,1.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-10-08,449550.0,1.0,0.0,10.0,4.0,2.0,1.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-10-15,501166.0,0.0,0.0,10.0,4.0,3.0,2.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-10-22,375280.0,1.0,0.0,10.0,4.0,4.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-10-29,429467.0,0.0,0.0,10.0,4.0,5.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-11-05,446889.0,1.0,1.0,11.0,4.0,1.0,1.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-11-12,445428.0,0.0,0.0,11.0,4.0,2.0,2.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-11-19,460610.0,0.0,0.0,11.0,4.0,3.0,2.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-11-26,474903.0,0.0,0.0,11.0,4.0,4.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-12-03,413815.0,0.0,0.0,12.0,4.0,1.0,1.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-12-10,449451.0,0.0,0.0,12.0,4.0,2.0,1.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-12-17,432040.0,0.0,0.0,12.0,4.0,3.0,2.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-12-24,387625.0,0.0,0.0,12.0,4.0,4.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-12-31,435326.0,1.0,0.0,12.0,4.0,5.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2026-01-07,392605.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2026-01-14,430527.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2026-01-21,407968.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2026-01-28,329975.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2026-02-04,410181.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2026-02-11,450500.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2026-02-18,470204.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2026-02-25,455634.0,0.0,0.0,2.0,1.0,4.0,3.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2026-03-04,445337.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2026-03-11,478172.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,GP1UT3T1021000EHID,PPC T HINDI,PANIPAT CEMENT WORKS,Haryana,"29.289373° N, 76.808284° E"
2025-04-09,642848.0,0.0,0.0,4.0,2.0,2.0,1.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-04-16,365072.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-04-23,402803.0,1.0,0.0,4.0,2.0,4.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-04-30,484333.0,0.0,0.0,4.0,2.0,5.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-05-07,581045.0,0.0,0.0,5.0,2.0,1.0,1.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-05-14,317749.0,1.0,0.0,5.0,2.0,2.0,2.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-05-21,354911.0,0.0,0.0,5.0,2.0,3.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-05-28,745526.0,0.0,0.0,5.0,2.0,4.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-06-04,569794.0,0.0,0.0,6.0,2.0,1.0,1.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-06-11,279431.0,1.0,0.0,6.0,2.0,2.0,2.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-06-18,423060.0,0.0,0.0,6.0,2.0,3.0,2.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-06-25,228594.0,0.0,0.0,6.0,2.0,4.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-07-02,301886.0,0.0,0.0,7.0,3.0,1.0,1.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-07-09,309225.0,1.0,0.0,7.0,3.0,2.0,1.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-07-16,290645.0,0.0,0.0,7.0,3.0,3.0,2.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-07-23,338601.0,0.0,0.0,7.0,3.0,4.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-07-30,336379.0,0.0,0.0,7.0,3.0,5.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-08-06,382098.0,0.0,0.0,8.0,3.0,1.0,1.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-08-13,294117.0,0.0,0.0,8.0,3.0,2.0,2.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-08-20,266351.0,1.0,0.0,8.0,3.0,3.0,2.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-08-27,307635.0,0.0,0.0,8.0,3.0,4.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-09-03,411412.0,0.0,0.0,9.0,3.0,1.0,1.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-09-10,301197.0,1.0,0.0,9.0,3.0,2.0,1.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-09-17,453732.0,0.0,0.0,9.0,3.0,3.0,2.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-09-24,479425.0,0.0,0.0,9.0,3.0,4.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-10-01,400654.0,0.0,0.0,10.0,4.0,1.0,1.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-10-08,282975.0,1.0,0.0,10.0,4.0,2.0,1.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-10-15,296340.0,0.0,0.0,10.0,4.0,3.0,2.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-10-22,465288.0,1.0,0.0,10.0,4.0,4.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-10-29,439875.0,0.0,0.0,10.0,4.0,5.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-11-05,511222.0,1.0,0.0,11.0,4.0,1.0,1.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-11-12,380881.0,0.0,0.0,11.0,4.0,2.0,2.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-11-19,483706.0,0.0,0.0,11.0,4.0,3.0,2.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-11-26,502808.0,0.0,0.0,11.0,4.0,4.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-12-03,546386.0,0.0,0.0,12.0,4.0,1.0,1.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-12-10,366530.0,0.0,0.0,12.0,4.0,2.0,1.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-12-17,494798.0,0.0,0.0,12.0,4.0,3.0,2.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-12-24,575387.0,0.0,0.0,12.0,4.0,4.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-12-31,705621.0,1.0,0.0,12.0,4.0,5.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2026-01-07,431608.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2026-01-14,436705.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2026-01-21,471681.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2026-01-28,308293.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2026-02-04,589944.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2026-02-11,727268.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2026-02-18,580839.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2026-02-25,684177.0,0.0,0.0,2.0,1.0,4.0,3.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2026-03-04,705360.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2026-03-11,705363.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,JC1UT3T1021000EEND,PPC T ENGLISH,JHARSUGUDA CEMENT WORKS,Odisha,"21.892175° N, 84.098455° E"
2025-04-09,377280.0,0.0,0.0,4.0,2.0,2.0,1.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-04-16,406950.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-04-23,445289.0,1.0,0.0,4.0,2.0,4.0,3.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-04-30,462977.0,0.0,0.0,4.0,2.0,5.0,3.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-05-07,420857.0,0.0,0.0,5.0,2.0,1.0,1.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-05-14,457883.0,1.0,0.0,5.0,2.0,2.0,2.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-05-21,476822.0,0.0,0.0,5.0,2.0,3.0,3.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-05-28,467875.0,0.0,0.0,5.0,2.0,4.0,3.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-06-04,472036.0,0.0,0.0,6.0,2.0,1.0,1.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-06-11,491998.0,1.0,0.0,6.0,2.0,2.0,2.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-06-18,465383.0,0.0,0.0,6.0,2.0,3.0,2.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-06-25,495916.0,0.0,0.0,6.0,2.0,4.0,3.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-07-02,502990.0,0.0,0.0,7.0,3.0,1.0,1.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-07-09,408985.0,1.0,0.0,7.0,3.0,2.0,1.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-07-16,193173.0,0.0,0.0,7.0,3.0,3.0,2.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-07-23,390278.0,0.0,0.0,7.0,3.0,4.0,3.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-07-30,511330.0,0.0,0.0,7.0,3.0,5.0,3.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-08-06,448154.0,0.0,0.0,8.0,3.0,1.0,1.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-08-13,375845.0,0.0,0.0,8.0,3.0,2.0,2.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-08-20,418311.0,1.0,0.0,8.0,3.0,3.0,2.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-08-27,479839.0,0.0,0.0,8.0,3.0,4.0,3.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-09-03,409109.0,0.0,0.0,9.0,3.0,1.0,1.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-09-10,457482.0,1.0,0.0,9.0,3.0,2.0,1.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-09-17,492471.0,0.0,0.0,9.0,3.0,3.0,2.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-09-24,416144.0,0.0,0.0,9.0,3.0,4.0,3.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-10-01,523360.0,0.0,0.0,10.0,4.0,1.0,1.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-10-08,472829.0,1.0,0.0,10.0,4.0,2.0,1.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-10-15,524672.0,0.0,0.0,10.0,4.0,3.0,2.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-10-22,350333.0,1.0,0.0,10.0,4.0,4.0,3.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-10-29,408389.0,0.0,0.0,10.0,4.0,5.0,3.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-11-05,401758.0,1.0,1.0,11.0,4.0,1.0,1.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-11-12,418299.0,0.0,0.0,11.0,4.0,2.0,2.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-11-19,401045.0,0.0,0.0,11.0,4.0,3.0,2.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-11-26,368421.0,0.0,0.0,11.0,4.0,4.0,3.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-12-03,417122.0,0.0,0.0,12.0,4.0,1.0,1.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-12-10,445793.0,0.0,0.0,12.0,4.0,2.0,1.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-12-17,481218.0,0.0,0.0,12.0,4.0,3.0,2.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-12-24,343266.0,0.0,0.0,12.0,4.0,4.0,3.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2025-12-31,523818.0,1.0,0.0,12.0,4.0,5.0,3.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2026-01-07,426473.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2026-01-14,448727.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2026-01-21,409172.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2026-01-28,370120.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
2026-02-04,469902.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,JH1UT3T1021000EHID,PPC T HINDI,JHAJJAR CEMENT WORKS,Haryana,"28.505156° N, 76.367040° E"
